source_policy,policy,task,official_episode_id,repeat_id,seed,success,steps,error,timeout,horizon
cogact,cogact,eggplant,20,11,202709514,1,120,,0,120
cogact,cogact,eggplant,21,11,202709515,1,120,,0,120
cogact,cogact,eggplant,22,11,202709516,1,120,,0,120
cogact,cogact,eggplant,23,11,202709517,0,120,,0,120
spatialvla,spatialvla,stack,0,0,202806230,0,60,,0,60
spatialvla,spatialvla,stack,1,0,202806231,0,60,,0,60
spatialvla,spatialvla,stack,2,0,202806232,0,60,,0,60
spatialvla,spatialvla,stack,3,0,202806233,0,60,,0,60
spatialvla,spatialvla,stack,4,0,202806234,0,60,,0,60
spatialvla,spatialvla,stack,5,0,202806235,0,60,,0,60
spatialvla,spatialvla,stack,6,0,202806236,0,60,,0,60
spatialvla,spatialvla,stack,7,0,202806237,1,60,,0,60
spatialvla,spatialvla,stack,8,0,202806238,1,60,,0,60
spatialvla,spatialvla,stack,9,0,202806239,1,60,,0,60
spatialvla,spatialvla,stack,10,0,202806240,0,60,,0,60
spatialvla,spatialvla,stack,11,0,202806241,0,60,,0,60
spatialvla,spatialvla,stack,12,0,202806242,0,60,,0,60
spatialvla,spatialvla,stack,13,0,202806243,0,60,,0,60
spatialvla,spatialvla,stack,14,0,202806244,0,60,,0,60
spatialvla,spatialvla,stack,15,0,202806245,0,60,,0,60
spatialvla,spatialvla,stack,16,0,202806246,0,60,,0,60
spatialvla,spatialvla,stack,17,0,202806247,0,60,,0,60
spatialvla,spatialvla,stack,18,0,202806248,0,60,,0,60
spatialvla,spatialvla,stack,19,0,202806249,0,60,,0,60
spatialvla,spatialvla,stack,20,0,202806250,0,60,,0,60
spatialvla,spatialvla,stack,21,0,202806251,0,60,,0,60
spatialvla,spatialvla,stack,22,0,202806252,0,60,,0,60
spatialvla,spatialvla,stack,23,0,202806253,0,60,,0,60
spatialvla,spatialvla,stack,0,1,202806254,0,60,,0,60
spatialvla,spatialvla,stack,1,1,202806255,0,60,,0,60
spatialvla,spatialvla,stack,2,1,202806256,0,60,,0,60
spatialvla,spatialvla,stack,3,1,202806257,0,60,,0,60
spatialvla,spatialvla,stack,4,1,202806258,0,60,,0,60
spatialvla,spatialvla,stack,5,1,202806259,0,60,,0,60
spatialvla,spatialvla,stack,6,1,202806260,0,60,,0,60
spatialvla,spatialvla,stack,7,1,202806261,1,60,,0,60
spatialvla,spatialvla,stack,8,1,202806262,1,60,,0,60
spatialvla,spatialvla,stack,9,1,202806263,1,60,,0,60
spatialvla,spatialvla,stack,10,1,202806264,0,60,,0,60
spatialvla,spatialvla,stack,11,1,202806265,0,60,,0,60
spatialvla,spatialvla,stack,12,1,202806266,0,60,,0,60
spatialvla,spatialvla,stack,13,1,202806267,0,60,,0,60
spatialvla,spatialvla,stack,14,1,202806268,0,60,,0,60
spatialvla,spatialvla,stack,15,1,202806269,0,60,,0,60
spatialvla,spatialvla,stack,16,1,202806270,0,60,,0,60
spatialvla,spatialvla,stack,17,1,202806271,0,60,,0,60
spatialvla,spatialvla,stack,18,1,202806272,0,60,,0,60
spatialvla,spatialvla,stack,19,1,202806273,0,60,,0,60
spatialvla,spatialvla,stack,20,1,202806274,0,60,,0,60
spatialvla,spatialvla,stack,21,1,202806275,0,60,,0,60
spatialvla,spatialvla,stack,22,1,202806276,0,60,,0,60
spatialvla,spatialvla,stack,23,1,202806277,0,60,,0,60
spatialvla,spatialvla,stack,0,2,202806278,0,60,,0,60
spatialvla,spatialvla,stack,1,2,202806279,0,60,,0,60
spatialvla,spatialvla,stack,2,2,202806280,0,60,,0,60
spatialvla,spatialvla,stack,3,2,202806281,0,60,,0,60
spatialvla,spatialvla,stack,4,2,202806282,0,60,,0,60
spatialvla,spatialvla,stack,5,2,202806283,0,60,,0,60
spatialvla,spatialvla,stack,6,2,202806284,0,60,,0,60
spatialvla,spatialvla,stack,7,2,202806285,1,60,,0,60
spatialvla,spatialvla,stack,8,2,202806286,1,60,,0,60
spatialvla,spatialvla,stack,9,2,202806287,1,60,,0,60
spatialvla,spatialvla,stack,10,2,202806288,0,60,,0,60
spatialvla,spatialvla,stack,11,2,202806289,0,60,,0,60
spatialvla,spatialvla,stack,12,2,202806290,0,60,,0,60
spatialvla,spatialvla,stack,13,2,202806291,0,60,,0,60
spatialvla,spatialvla,stack,14,2,202806292,0,60,,0,60
spatialvla,spatialvla,stack,15,2,202806293,0,60,,0,60
spatialvla,spatialvla,stack,16,2,202806294,0,60,,0,60
spatialvla,spatialvla,stack,17,2,202806295,0,60,,0,60
spatialvla,spatialvla,stack,18,2,202806296,0,60,,0,60
spatialvla,spatialvla,stack,19,2,202806297,0,60,,0,60
spatialvla,spatialvla,stack,20,2,202806298,0,60,,0,60
spatialvla,spatialvla,stack,21,2,202806299,0,60,,0,60
spatialvla,spatialvla,stack,22,2,202806300,0,60,,0,60
spatialvla,spatialvla,stack,23,2,202806301,0,60,,0,60
spatialvla,spatialvla,stack,0,3,202806302,0,60,,0,60
spatialvla,spatialvla,stack,1,3,202806303,0,60,,0,60
spatialvla,spatialvla,stack,2,3,202806304,0,60,,0,60
spatialvla,spatialvla,stack,3,3,202806305,0,60,,0,60
spatialvla,spatialvla,stack,4,3,202806306,0,60,,0,60
spatialvla,spatialvla,stack,5,3,202806307,0,60,,0,60
spatialvla,spatialvla,stack,6,3,202806308,0,60,,0,60
spatialvla,spatialvla,stack,7,3,202806309,1,60,,0,60
spatialvla,spatialvla,stack,8,3,202806310,1,60,,0,60
spatialvla,spatialvla,stack,9,3,202806311,1,60,,0,60
spatialvla,spatialvla,stack,10,3,202806312,0,60,,0,60
spatialvla,spatialvla,stack,11,3,202806313,0,60,,0,60
spatialvla,spatialvla,stack,12,3,202806314,0,60,,0,60
spatialvla,spatialvla,stack,13,3,202806315,0,60,,0,60
spatialvla,spatialvla,stack,14,3,202806316,0,60,,0,60
spatialvla,spatialvla,stack,15,3,202806317,0,60,,0,60
spatialvla,spatialvla,stack,16,3,202806318,0,60,,0,60
spatialvla,spatialvla,stack,17,3,202806319,0,60,,0,60
spatialvla,spatialvla,stack,18,3,202806320,0,60,,0,60
spatialvla,spatialvla,stack,19,3,202806321,0,60,,0,60
spatialvla,spatialvla,stack,20,3,202806322,0,60,,0,60
spatialvla,spatialvla,stack,21,3,202806323,0,60,,0,60
spatialvla,spatialvla,stack,22,3,202806324,0,60,,0,60
spatialvla,spatialvla,stack,23,3,202806325,0,60,,0,60
spatialvla,spatialvla,stack,0,4,202806326,0,60,,0,60
spatialvla,spatialvla,stack,1,4,202806327,0,60,,0,60
spatialvla,spatialvla,stack,2,4,202806328,0,60,,0,60
spatialvla,spatialvla,stack,3,4,202806329,0,60,,0,60
spatialvla,spatialvla,stack,4,4,202806330,0,60,,0,60
spatialvla,spatialvla,stack,5,4,202806331,0,60,,0,60
spatialvla,spatialvla,stack,6,4,202806332,0,60,,0,60
spatialvla,spatialvla,stack,7,4,202806333,1,60,,0,60
spatialvla,spatialvla,stack,8,4,202806334,1,60,,0,60
spatialvla,spatialvla,stack,9,4,202806335,1,60,,0,60
spatialvla,spatialvla,stack,10,4,202806336,0,60,,0,60
spatialvla,spatialvla,stack,11,4,202806337,0,60,,0,60
spatialvla,spatialvla,stack,12,4,202806338,0,60,,0,60
spatialvla,spatialvla,stack,13,4,202806339,0,60,,0,60
spatialvla,spatialvla,stack,14,4,202806340,0,60,,0,60
spatialvla,spatialvla,stack,15,4,202806341,0,60,,0,60
spatialvla,spatialvla,stack,16,4,202806342,0,60,,0,60
spatialvla,spatialvla,stack,17,4,202806343,0,60,,0,60
spatialvla,spatialvla,stack,18,4,202806344,0,60,,0,60
spatialvla,spatialvla,stack,19,4,202806345,0,60,,0,60
spatialvla,spatialvla,stack,20,4,202806346,0,60,,0,60
spatialvla,spatialvla,stack,21,4,202806347,0,60,,0,60
spatialvla,spatialvla,stack,22,4,202806348,0,60,,0,60
spatialvla,spatialvla,stack,23,4,202806349,0,60,,0,60
spatialvla,spatialvla,stack,0,5,202806350,0,60,,0,60
spatialvla,spatialvla,stack,1,5,202806351,0,60,,0,60
spatialvla,spatialvla,stack,2,5,202806352,0,60,,0,60
spatialvla,spatialvla,stack,3,5,202806353,0,60,,0,60
spatialvla,spatialvla,stack,4,5,202806354,0,60,,0,60
spatialvla,spatialvla,stack,5,5,202806355,0,60,,0,60
spatialvla,spatialvla,stack,6,5,202806356,0,60,,0,60
spatialvla,spatialvla,stack,7,5,202806357,1,60,,0,60
spatialvla,spatialvla,stack,8,5,202806358,1,60,,0,60
spatialvla,spatialvla,stack,9,5,202806359,1,60,,0,60
spatialvla,spatialvla,stack,10,5,202806360,0,60,,0,60
spatialvla,spatialvla,stack,11,5,202806361,0,60,,0,60
spatialvla,spatialvla,stack,12,5,202806362,0,60,,0,60
spatialvla,spatialvla,stack,13,5,202806363,0,60,,0,60
spatialvla,spatialvla,stack,14,5,202806364,0,60,,0,60
spatialvla,spatialvla,stack,15,5,202806365,0,60,,0,60
spatialvla,spatialvla,stack,16,5,202806366,0,60,,0,60
spatialvla,spatialvla,stack,17,5,202806367,0,60,,0,60
spatialvla,spatialvla,stack,18,5,202806368,0,60,,0,60
spatialvla,spatialvla,stack,19,5,202806369,0,60,,0,60
spatialvla,spatialvla,stack,20,5,202806370,0,60,,0,60
spatialvla,spatialvla,stack,21,5,202806371,0,60,,0,60
spatialvla,spatialvla,stack,22,5,202806372,0,60,,0,60
spatialvla,spatialvla,stack,23,5,202806373,0,60,,0,60
spatialvla,spatialvla,stack,0,6,202806374,0,60,,0,60
spatialvla,spatialvla,stack,1,6,202806375,0,60,,0,60
spatialvla,spatialvla,stack,2,6,202806376,0,60,,0,60
spatialvla,spatialvla,stack,3,6,202806377,0,60,,0,60
spatialvla,spatialvla,stack,4,6,202806378,0,60,,0,60
spatialvla,spatialvla,stack,5,6,202806379,0,60,,0,60
spatialvla,spatialvla,stack,6,6,202806380,0,60,,0,60
spatialvla,spatialvla,stack,7,6,202806381,1,60,,0,60
spatialvla,spatialvla,stack,8,6,202806382,1,60,,0,60
spatialvla,spatialvla,stack,9,6,202806383,1,60,,0,60
spatialvla,spatialvla,stack,10,6,202806384,0,60,,0,60
spatialvla,spatialvla,stack,11,6,202806385,0,60,,0,60
spatialvla,spatialvla,stack,12,6,202806386,0,60,,0,60
spatialvla,spatialvla,stack,13,6,202806387,0,60,,0,60
spatialvla,spatialvla,stack,14,6,202806388,0,60,,0,60
spatialvla,spatialvla,stack,15,6,202806389,0,60,,0,60
spatialvla,spatialvla,stack,16,6,202806390,0,60,,0,60
spatialvla,spatialvla,stack,17,6,202806391,0,60,,0,60
spatialvla,spatialvla,stack,18,6,202806392,0,60,,0,60
spatialvla,spatialvla,stack,19,6,202806393,0,60,,0,60
spatialvla,spatialvla,stack,20,6,202806394,0,60,,0,60
spatialvla,spatialvla,stack,21,6,202806395,0,60,,0,60
spatialvla,spatialvla,stack,22,6,202806396,0,60,,0,60
spatialvla,spatialvla,stack,23,6,202806397,0,60,,0,60
spatialvla,spatialvla,stack,0,7,202806398,0,60,,0,60
spatialvla,spatialvla,stack,1,7,202806399,0,60,,0,60
spatialvla,spatialvla,stack,2,7,202806400,0,60,,0,60
spatialvla,spatialvla,stack,3,7,202806401,0,60,,0,60
spatialvla,spatialvla,stack,4,7,202806402,0,60,,0,60
spatialvla,spatialvla,stack,5,7,202806403,0,60,,0,60
spatialvla,spatialvla,stack,6,7,202806404,0,60,,0,60
spatialvla,spatialvla,stack,7,7,202806405,1,60,,0,60
spatialvla,spatialvla,stack,8,7,202806406,1,60,,0,60
spatialvla,spatialvla,stack,9,7,202806407,1,60,,0,60
spatialvla,spatialvla,stack,10,7,202806408,0,60,,0,60
spatialvla,spatialvla,stack,11,7,202806409,0,60,,0,60
spatialvla,spatialvla,stack,12,7,202806410,0,60,,0,60
spatialvla,spatialvla,stack,13,7,202806411,0,60,,0,60
spatialvla,spatialvla,stack,14,7,202806412,0,60,,0,60
spatialvla,spatialvla,stack,15,7,202806413,0,60,,0,60
spatialvla,spatialvla,stack,16,7,202806414,0,60,,0,60
spatialvla,spatialvla,stack,17,7,202806415,0,60,,0,60
spatialvla,spatialvla,stack,18,7,202806416,0,60,,0,60
spatialvla,spatialvla,stack,19,7,202806417,0,60,,0,60
spatialvla,spatialvla,stack,20,7,202806418,0,60,,0,60
spatialvla,spatialvla,stack,21,7,202806419,0,60,,0,60
spatialvla,spatialvla,stack,22,7,202806420,0,60,,0,60
spatialvla,spatialvla,stack,23,7,202806421,0,60,,0,60
spatialvla,spatialvla,stack,0,8,202806422,0,60,,0,60
spatialvla,spatialvla,stack,1,8,202806423,0,60,,0,60
spatialvla,spatialvla,stack,2,8,202806424,0,60,,0,60
spatialvla,spatialvla,stack,3,8,202806425,0,60,,0,60
spatialvla,spatialvla,stack,4,8,202806426,0,60,,0,60
spatialvla,spatialvla,stack,5,8,202806427,0,60,,0,60
spatialvla,spatialvla,stack,6,8,202806428,0,60,,0,60
spatialvla,spatialvla,stack,7,8,202806429,1,60,,0,60
spatialvla,spatialvla,stack,8,8,202806430,1,60,,0,60
spatialvla,spatialvla,stack,9,8,202806431,1,60,,0,60
spatialvla,spatialvla,stack,10,8,202806432,0,60,,0,60
spatialvla,spatialvla,stack,11,8,202806433,0,60,,0,60
spatialvla,spatialvla,stack,12,8,202806434,0,60,,0,60
spatialvla,spatialvla,stack,13,8,202806435,0,60,,0,60
spatialvla,spatialvla,stack,14,8,202806436,0,60,,0,60
spatialvla,spatialvla,stack,15,8,202806437,0,60,,0,60
spatialvla,spatialvla,stack,16,8,202806438,0,60,,0,60
spatialvla,spatialvla,stack,17,8,202806439,0,60,,0,60
spatialvla,spatialvla,stack,18,8,202806440,0,60,,0,60
spatialvla,spatialvla,stack,19,8,202806441,0,60,,0,60
spatialvla,spatialvla,stack,20,8,202806442,0,60,,0,60
spatialvla,spatialvla,stack,21,8,202806443,0,60,,0,60
spatialvla,spatialvla,stack,22,8,202806444,0,60,,0,60
spatialvla,spatialvla,stack,23,8,202806445,0,60,,0,60
spatialvla,spatialvla,stack,0,9,202806446,0,60,,0,60
spatialvla,spatialvla,stack,1,9,202806447,0,60,,0,60
spatialvla,spatialvla,stack,2,9,202806448,0,60,,0,60
spatialvla,spatialvla,stack,3,9,202806449,0,60,,0,60
spatialvla,spatialvla,stack,4,9,202806450,0,60,,0,60
spatialvla,spatialvla,stack,5,9,202806451,0,60,,0,60
spatialvla,spatialvla,stack,6,9,202806452,0,60,,0,60
spatialvla,spatialvla,stack,7,9,202806453,1,60,,0,60
spatialvla,spatialvla,stack,8,9,202806454,1,60,,0,60
spatialvla,spatialvla,stack,9,9,202806455,1,60,,0,60
spatialvla,spatialvla,stack,10,9,202806456,0,60,,0,60
spatialvla,spatialvla,stack,11,9,202806457,0,60,,0,60
spatialvla,spatialvla,stack,12,9,202806458,0,60,,0,60
spatialvla,spatialvla,stack,13,9,202806459,0,60,,0,60
spatialvla,spatialvla,stack,14,9,202806460,0,60,,0,60
spatialvla,spatialvla,stack,15,9,202806461,0,60,,0,60
spatialvla,spatialvla,stack,16,9,202806462,0,60,,0,60
spatialvla,spatialvla,stack,17,9,202806463,0,60,,0,60
spatialvla,spatialvla,stack,18,9,202806464,0,60,,0,60
spatialvla,spatialvla,stack,19,9,202806465,0,60,,0,60
spatialvla,spatialvla,stack,20,9,202806466,0,60,,0,60
spatialvla,spatialvla,stack,21,9,202806467,0,60,,0,60
spatialvla,spatialvla,stack,22,9,202806468,0,60,,0,60
spatialvla,spatialvla,stack,23,9,202806469,0,60,,0,60
spatialvla,spatialvla,stack,0,10,202806470,0,60,,0,60
spatialvla,spatialvla,stack,1,10,202806471,0,60,,0,60
spatialvla,spatialvla,stack,2,10,202806472,0,60,,0,60
spatialvla,spatialvla,stack,3,10,202806473,0,60,,0,60
spatialvla,spatialvla,stack,4,10,202806474,0,60,,0,60
spatialvla,spatialvla,stack,5,10,202806475,0,60,,0,60
spatialvla,spatialvla,stack,6,10,202806476,0,60,,0,60
spatialvla,spatialvla,stack,7,10,202806477,1,60,,0,60
spatialvla,spatialvla,stack,8,10,202806478,1,60,,0,60
spatialvla,spatialvla,stack,9,10,202806479,1,60,,0,60
spatialvla,spatialvla,stack,10,10,202806480,0,60,,0,60
spatialvla,spatialvla,stack,11,10,202806481,0,60,,0,60
spatialvla,spatialvla,stack,12,10,202806482,0,60,,0,60
spatialvla,spatialvla,stack,13,10,202806483,0,60,,0,60
spatialvla,spatialvla,stack,14,10,202806484,0,60,,0,60
spatialvla,spatialvla,stack,15,10,202806485,0,60,,0,60
spatialvla,spatialvla,stack,16,10,202806486,0,60,,0,60
spatialvla,spatialvla,stack,17,10,202806487,0,60,,0,60
spatialvla,spatialvla,stack,18,10,202806488,0,60,,0,60
spatialvla,spatialvla,stack,19,10,202806489,0,60,,0,60
spatialvla,spatialvla,stack,20,10,202806490,0,60,,0,60
spatialvla,spatialvla,stack,21,10,202806491,0,60,,0,60
spatialvla,spatialvla,stack,22,10,202806492,0,60,,0,60
spatialvla,spatialvla,stack,23,10,202806493,0,60,,0,60
spatialvla,spatialvla,stack,0,11,202806494,0,60,,0,60
spatialvla,spatialvla,stack,1,11,202806495,0,60,,0,60
spatialvla,spatialvla,stack,2,11,202806496,0,60,,0,60
spatialvla,spatialvla,stack,3,11,202806497,0,60,,0,60
spatialvla,spatialvla,stack,4,11,202806498,0,60,,0,60
spatialvla,spatialvla,stack,5,11,202806499,0,60,,0,60
spatialvla,spatialvla,stack,6,11,202806500,0,60,,0,60
spatialvla,spatialvla,stack,7,11,202806501,1,60,,0,60
spatialvla,spatialvla,stack,8,11,202806502,1,60,,0,60
spatialvla,spatialvla,stack,9,11,202806503,1,60,,0,60
spatialvla,spatialvla,stack,10,11,202806504,0,60,,0,60
spatialvla,spatialvla,stack,11,11,202806505,0,60,,0,60
spatialvla,spatialvla,stack,12,11,202806506,0,60,,0,60
spatialvla,spatialvla,stack,13,11,202806507,0,60,,0,60
spatialvla,spatialvla,stack,14,11,202806508,0,60,,0,60
spatialvla,spatialvla,stack,15,11,202806509,0,60,,0,60
spatialvla,spatialvla,stack,16,11,202806510,0,60,,0,60
spatialvla,spatialvla,stack,17,11,202806511,0,60,,0,60
spatialvla,spatialvla,stack,18,11,202806512,0,60,,0,60
spatialvla,spatialvla,stack,19,11,202806513,0,60,,0,60
spatialvla,spatialvla,stack,20,11,202806514,0,60,,0,60
spatialvla,spatialvla,stack,21,11,202806515,0,60,,0,60
spatialvla,spatialvla,stack,22,11,202806516,0,60,,0,60
spatialvla,spatialvla,stack,23,11,202806517,0,60,,0,60
spatialvla,spatialvla,carrot,0,0,202807230,1,60,,0,60
spatialvla,spatialvla,carrot,1,0,202807231,0,60,,0,60
spatialvla,spatialvla,carrot,2,0,202807232,0,60,,0,60
spatialvla,spatialvla,carrot,3,0,202807233,0,60,,0,60
spatialvla,spatialvla,carrot,4,0,202807234,1,60,,0,60
spatialvla,spatialvla,carrot,5,0,202807235,0,60,,0,60
spatialvla,spatialvla,carrot,6,0,202807236,0,60,,0,60
spatialvla,spatialvla,carrot,7,0,202807237,0,60,,0,60
spatialvla,spatialvla,carrot,8,0,202807238,0,60,,0,60
spatialvla,spatialvla,carrot,9,0,202807239,0,60,,0,60
spatialvla,spatialvla,carrot,10,0,202807240,0,60,,0,60
spatialvla,spatialvla,carrot,11,0,202807241,0,60,,0,60
spatialvla,spatialvla,carrot,12,0,202807242,1,60,,0,60
spatialvla,spatialvla,carrot,13,0,202807243,0,60,,0,60
spatialvla,spatialvla,carrot,14,0,202807244,1,60,,0,60
spatialvla,spatialvla,carrot,15,0,202807245,0,60,,0,60
spatialvla,spatialvla,carrot,16,0,202807246,1,60,,0,60
spatialvla,spatialvla,carrot,17,0,202807247,0,60,,0,60
spatialvla,spatialvla,carrot,18,0,202807248,0,60,,0,60
spatialvla,spatialvla,carrot,19,0,202807249,0,60,,0,60
spatialvla,spatialvla,carrot,20,0,202807250,0,60,,0,60
spatialvla,spatialvla,carrot,21,0,202807251,0,60,,0,60
spatialvla,spatialvla,carrot,22,0,202807252,0,60,,0,60
spatialvla,spatialvla,carrot,23,0,202807253,0,60,,0,60
spatialvla,spatialvla,carrot,0,1,202807254,1,60,,0,60
spatialvla,spatialvla,carrot,1,1,202807255,0,60,,0,60
spatialvla,spatialvla,carrot,2,1,202807256,0,60,,0,60
spatialvla,spatialvla,carrot,3,1,202807257,0,60,,0,60
spatialvla,spatialvla,carrot,4,1,202807258,1,60,,0,60
spatialvla,spatialvla,carrot,5,1,202807259,0,60,,0,60
spatialvla,spatialvla,carrot,6,1,202807260,0,60,,0,60
spatialvla,spatialvla,carrot,7,1,202807261,0,60,,0,60
spatialvla,spatialvla,carrot,8,1,202807262,0,60,,0,60
spatialvla,spatialvla,carrot,9,1,202807263,0,60,,0,60
spatialvla,spatialvla,carrot,10,1,202807264,0,60,,0,60
spatialvla,spatialvla,carrot,11,1,202807265,0,60,,0,60
spatialvla,spatialvla,carrot,12,1,202807266,1,60,,0,60
spatialvla,spatialvla,carrot,13,1,202807267,0,60,,0,60
spatialvla,spatialvla,carrot,14,1,202807268,1,60,,0,60
spatialvla,spatialvla,carrot,15,1,202807269,0,60,,0,60
spatialvla,spatialvla,carrot,16,1,202807270,1,60,,0,60
spatialvla,spatialvla,carrot,17,1,202807271,0,60,,0,60
spatialvla,spatialvla,carrot,18,1,202807272,0,60,,0,60
spatialvla,spatialvla,carrot,19,1,202807273,0,60,,0,60
spatialvla,spatialvla,carrot,20,1,202807274,0,60,,0,60
spatialvla,spatialvla,carrot,21,1,202807275,0,60,,0,60
spatialvla,spatialvla,carrot,22,1,202807276,0,60,,0,60
spatialvla,spatialvla,carrot,23,1,202807277,0,60,,0,60
spatialvla,spatialvla,carrot,0,2,202807278,1,60,,0,60
spatialvla,spatialvla,carrot,1,2,202807279,0,60,,0,60
spatialvla,spatialvla,carrot,2,2,202807280,0,60,,0,60
spatialvla,spatialvla,carrot,3,2,202807281,0,60,,0,60
spatialvla,spatialvla,carrot,4,2,202807282,1,60,,0,60
spatialvla,spatialvla,carrot,5,2,202807283,0,60,,0,60
spatialvla,spatialvla,carrot,6,2,202807284,0,60,,0,60
spatialvla,spatialvla,carrot,7,2,202807285,0,60,,0,60
spatialvla,spatialvla,carrot,8,2,202807286,0,60,,0,60
spatialvla,spatialvla,carrot,9,2,202807287,0,60,,0,60
spatialvla,spatialvla,carrot,10,2,202807288,0,60,,0,60
spatialvla,spatialvla,carrot,11,2,202807289,0,60,,0,60
spatialvla,spatialvla,carrot,12,2,202807290,1,60,,0,60
spatialvla,spatialvla,carrot,13,2,202807291,0,60,,0,60
spatialvla,spatialvla,carrot,14,2,202807292,1,60,,0,60
spatialvla,spatialvla,carrot,15,2,202807293,0,60,,0,60
spatialvla,spatialvla,carrot,16,2,202807294,1,60,,0,60
spatialvla,spatialvla,carrot,17,2,202807295,0,60,,0,60
spatialvla,spatialvla,carrot,18,2,202807296,0,60,,0,60
spatialvla,spatialvla,carrot,19,2,202807297,0,60,,0,60
spatialvla,spatialvla,carrot,20,2,202807298,0,60,,0,60
spatialvla,spatialvla,carrot,21,2,202807299,0,60,,0,60
spatialvla,spatialvla,carrot,22,2,202807300,0,60,,0,60
spatialvla,spatialvla,carrot,23,2,202807301,0,60,,0,60
spatialvla,spatialvla,carrot,0,3,202807302,1,60,,0,60
spatialvla,spatialvla,carrot,1,3,202807303,0,60,,0,60
spatialvla,spatialvla,carrot,2,3,202807304,0,60,,0,60
spatialvla,spatialvla,carrot,3,3,202807305,0,60,,0,60
spatialvla,spatialvla,carrot,4,3,202807306,1,60,,0,60
spatialvla,spatialvla,carrot,5,3,202807307,0,60,,0,60
spatialvla,spatialvla,carrot,6,3,202807308,0,60,,0,60
spatialvla,spatialvla,carrot,7,3,202807309,0,60,,0,60
spatialvla,spatialvla,carrot,8,3,202807310,0,60,,0,60
spatialvla,spatialvla,carrot,9,3,202807311,0,60,,0,60
spatialvla,spatialvla,carrot,10,3,202807312,0,60,,0,60
spatialvla,spatialvla,carrot,11,3,202807313,0,60,,0,60
spatialvla,spatialvla,carrot,12,3,202807314,1,60,,0,60
spatialvla,spatialvla,carrot,13,3,202807315,0,60,,0,60
spatialvla,spatialvla,carrot,14,3,202807316,1,60,,0,60
spatialvla,spatialvla,carrot,15,3,202807317,0,60,,0,60
spatialvla,spatialvla,carrot,16,3,202807318,1,60,,0,60
spatialvla,spatialvla,carrot,17,3,202807319,0,60,,0,60
spatialvla,spatialvla,carrot,18,3,202807320,0,60,,0,60
spatialvla,spatialvla,carrot,19,3,202807321,0,60,,0,60
spatialvla,spatialvla,carrot,20,3,202807322,0,60,,0,60
spatialvla,spatialvla,carrot,21,3,202807323,0,60,,0,60
spatialvla,spatialvla,carrot,22,3,202807324,0,60,,0,60
spatialvla,spatialvla,carrot,23,3,202807325,0,60,,0,60
spatialvla,spatialvla,carrot,0,4,202807326,1,60,,0,60
spatialvla,spatialvla,carrot,1,4,202807327,0,60,,0,60
spatialvla,spatialvla,carrot,2,4,202807328,0,60,,0,60
spatialvla,spatialvla,carrot,3,4,202807329,0,60,,0,60
spatialvla,spatialvla,carrot,4,4,202807330,1,60,,0,60
spatialvla,spatialvla,carrot,5,4,202807331,0,60,,0,60
spatialvla,spatialvla,carrot,6,4,202807332,0,60,,0,60
spatialvla,spatialvla,carrot,7,4,202807333,0,60,,0,60
spatialvla,spatialvla,carrot,8,4,202807334,0,60,,0,60
spatialvla,spatialvla,carrot,9,4,202807335,0,60,,0,60
spatialvla,spatialvla,carrot,10,4,202807336,0,60,,0,60
spatialvla,spatialvla,carrot,11,4,202807337,0,60,,0,60
spatialvla,spatialvla,carrot,12,4,202807338,1,60,,0,60
spatialvla,spatialvla,carrot,13,4,202807339,0,60,,0,60
spatialvla,spatialvla,carrot,14,4,202807340,1,60,,0,60
spatialvla,spatialvla,carrot,15,4,202807341,0,60,,0,60
spatialvla,spatialvla,carrot,16,4,202807342,1,60,,0,60
spatialvla,spatialvla,carrot,17,4,202807343,0,60,,0,60
spatialvla,spatialvla,carrot,18,4,202807344,0,60,,0,60
spatialvla,spatialvla,carrot,19,4,202807345,0,60,,0,60
spatialvla,spatialvla,carrot,20,4,202807346,0,60,,0,60
spatialvla,spatialvla,carrot,21,4,202807347,0,60,,0,60
spatialvla,spatialvla,carrot,22,4,202807348,0,60,,0,60
spatialvla,spatialvla,carrot,23,4,202807349,0,60,,0,60
spatialvla,spatialvla,carrot,0,5,202807350,1,60,,0,60
spatialvla,spatialvla,carrot,1,5,202807351,0,60,,0,60
spatialvla,spatialvla,carrot,2,5,202807352,0,60,,0,60
spatialvla,spatialvla,carrot,3,5,202807353,0,60,,0,60
spatialvla,spatialvla,carrot,4,5,202807354,1,60,,0,60
spatialvla,spatialvla,carrot,5,5,202807355,0,60,,0,60
spatialvla,spatialvla,carrot,6,5,202807356,0,60,,0,60
spatialvla,spatialvla,carrot,7,5,202807357,0,60,,0,60
spatialvla,spatialvla,carrot,8,5,202807358,0,60,,0,60
spatialvla,spatialvla,carrot,9,5,202807359,0,60,,0,60
spatialvla,spatialvla,carrot,10,5,202807360,0,60,,0,60
spatialvla,spatialvla,carrot,11,5,202807361,0,60,,0,60
spatialvla,spatialvla,carrot,12,5,202807362,1,60,,0,60
spatialvla,spatialvla,carrot,13,5,202807363,0,60,,0,60
spatialvla,spatialvla,carrot,14,5,202807364,1,60,,0,60
spatialvla,spatialvla,carrot,15,5,202807365,0,60,,0,60
spatialvla,spatialvla,carrot,16,5,202807366,1,60,,0,60
spatialvla,spatialvla,carrot,17,5,202807367,0,60,,0,60
spatialvla,spatialvla,carrot,18,5,202807368,0,60,,0,60
spatialvla,spatialvla,carrot,19,5,202807369,0,60,,0,60
