benchmark,track,paper_name,source_csv,source_line,current_column,previous_sota_column,current_score,previous_sota_score,score_unit,T,S,R,alpha,z_critical,exclusion_reason,notes
LIBERO,goal,Efficient Diffusion Transformer Policies with Mixture of Expert Denoisers for Multitask Learning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,7,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,EXTRACT: Efficient Policy Learning by Extracting Transferrable Robot Skills from Offline Data,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,8,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Predictive Inverse Dynamics Models are Scalable Learners for Robotic Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,13,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,QueST: Self-Supervised Skill Abstractions for Learning Continuous Control,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,15,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Confidence Calibration in Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,37,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Distributional Diffusion Models with Scoring Rules,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,48,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,EmbodiedMAE: A Unified 3D Multi-Modal Representation for Robot Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,54,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,FAST: Efficient Action Tokenization for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,61,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,H-GAR: A Hierarchical Interaction Framework via Goal-Driven Observation-Action Refinement for Robotic Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,71,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,IDAGC: Adaptive Generalized Human-Robot Collaboration via Human Intent Estimation and Multimodal Policy Learning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,77,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,LaDi-WM: A Latent Diffusion-based World Model for Predictive Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,82,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Leave No Observation Behind: Real-time Correction for VLA Action Chunks,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,85,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,LIBERO-Plus: In-depth Robustness Analysis of Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,86,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,LIBERO-PRO: Towards Robust and Fair Evaluation of Vision-Language-Action Models Beyond Memorization,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,87,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Masked Generative Policy for Robotic Control,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,92,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Resolving State Ambiguity in Robot Manipulation via Adaptive Working Memory Recoding,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,103,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Survey of Vision-Language-Action Models for Embodied Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,121,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Unified Video Action Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,127,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,ViPRA: Video Prediction for Robot Actions,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,131,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,VLAs are Confined yet Capable of Generalizing to Novel Instructions,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,138,libero_goal,libero_goal_prev_sota,,95,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,When Robots Obey the Patch: Universal Transferable Patch Attacks on Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,140,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,3D-Mix for VLA: A Plug-and-Play Module for Integrating VGGT-based 3D Information into Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,143,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,AdaWorldPolicy: World-Model-Driven Diffusion Policy with Online Adaptive Learning for Robotic Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,151,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,"Altered Thoughts, Altered Actions: Probing Chain-of-Thought Vulnerabilities in VLA Robotic Manipulation",leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,152,libero_goal,libero_goal_prev_sota,96.7,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,AnchorRefine: Synergy-Manipulation Based on Trajectory Anchor and Residual Refinement for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,153,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Being-H0.7: A Latent World-Action Model from Egocentric Videos,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,157,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Beyond Attention Magnitude: Leveraging Inter-layer Rank Consistency for Efficient Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,158,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,COT-FM: Cluster-wise Optimal Transport Flow Matching,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,171,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,EmbodiedMidtrain: Bridging the Gap between Vision-Language Models and Vision-Language-Action Models via Mid-training,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,181,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,GIPO: Gaussian Importance Sampling Policy Optimization,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,190,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Hierarchical Latent Action Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,193,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Improving Robustness of Vision-Language-Action Models by Restoring Corrupted Visual Inputs,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,195,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Not All Features Are Created Equal: A Mechanistic Study of Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,216,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,OAT: Ordered Action Tokenization,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,217,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Red-Teaming Vision-Language-Action Models via Quality Diversity Prompt Generation for Robust Robot Policies,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,230,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,RLDX-1 Technical Report,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,236,libero_goal,libero_goal_prev_sota,98.4,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,RoboGate: Adaptive Failure Discovery for Safe Robot Policy Deployment via Two-Stage Boundary-Focused Sampling,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,238,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Sentinel-VLA: A Metacognitive VLA Model with Active Status Monitoring for Dynamic Reasoning and Error Recovery,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,244,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Shifting Uncertainty to Critical Moments: Towards Reliable Uncertainty Quantification for VLA Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,246,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,STRONG-VLA: Decoupled Robustness Learning for Vision-Language-Action Models under Multimodal Perturbations,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,257,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,TempoFit: Plug-and-Play Layer-Wise Temporal KV Memory for Long-Horizon Vision-Language-Action Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,258,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,The Compression Gap: Why Discrete Tokenization Limits Vision-Language-Action Model Scaling,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,260,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Uncovering Linguistic Fragility in Vision-Language-Action Models via Diversity-Aware Red Teaming,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,265,libero_goal,libero_goal_prev_sota,,29.2,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,VLA-ATTC: Adaptive Test-Time Compute for VLA Models with Relative Action Critic Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,270,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,vla-eval: A Unified Evaluation Harness for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,271,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,World Model for Robot Learning: A Comprehensive Survey,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,279,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Predictive but Not Plannable: RC-aux for Latent World Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,286,libero_goal,libero_goal_prev_sota,,97,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Do World Action Models Generalize Better than VLAs? A Robustness Study,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,290,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Steering Vision-Language-Action Models as Anti-Exploration: A Test-Time Scaling Approach,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,296,libero_goal,libero_goal_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,goal,Continually Evolving Skill Knowledge in Vision Language Action Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,298,libero_goal,libero_goal_prev_sota,,98,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,A Probabilistic Model for Skill Acquisition with Switching Latent Feedback Controllers,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,3,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,EXTRACT: Efficient Policy Learning by Extracting Transferrable Robot Skills from Offline Data,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,8,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Robo-MUTUAL: Robotic Multimodal Task Specification via Unimodal Learning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,16,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Task-agnostic Lifelong Robot Learning with Retrieval-based Weighted Local Adaptation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,17,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Confidence Calibration in Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,37,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Distributional Diffusion Models with Scoring Rules,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,48,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,EmbodiedMAE: A Unified 3D Multi-Modal Representation for Robot Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,54,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,FAST: Efficient Action Tokenization for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,61,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,iFlyBot-VLA Technical Report,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,78,libero_long10,libero_long10_prev_sota,,72.9,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Leave No Observation Behind: Real-time Correction for VLA Action Chunks,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,85,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,LIBERO-Plus: In-depth Robustness Analysis of Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,86,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,LIBERO-PRO: Towards Robust and Fair Evaluation of Vision-Language-Action Models Beyond Memorization,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,87,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Self-Improving Vision-Language-Action Models with Data Generation via Residual RL,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,111,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Survey of Vision-Language-Action Models for Embodied Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,121,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,VLAs are Confined yet Capable of Generalizing to Novel Instructions,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,138,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,When Robots Obey the Patch: Universal Transferable Patch Attacks on Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,140,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,3D-Mix for VLA: A Plug-and-Play Module for Integrating VGGT-based 3D Information into Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,143,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,"Altered Thoughts, Altered Actions: Probing Chain-of-Thought Vulnerabilities in VLA Robotic Manipulation",leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,152,libero_long10,libero_long10_prev_sota,90.7,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Being-H0.7: A Latent World-Action Model from Egocentric Videos,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,157,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Beyond Attention Magnitude: Leveraging Inter-layer Rank Consistency for Efficient Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,158,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,GIPO: Gaussian Importance Sampling Policy Optimization,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,190,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,LIBERO-Para: A Diagnostic Benchmark and Metrics for Paraphrase Robustness in VLA Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,208,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,MoIRA: Modular instruction routing architecture for multi-task robotics,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,213,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Not All Features Are Created Equal: A Mechanistic Study of Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,216,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Red-Teaming Vision-Language-Action Models via Quality Diversity Prompt Generation for Robust Robot Policies,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,230,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Restoring Linguistic Grounding in VLA Models via Train-Free Attention Recalibration,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,232,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Rethinking Progression of Memory State in Robotic Manipulation: An Object-Centric Perspective,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,233,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,RoboGate: Adaptive Failure Discovery for Safe Robot Policy Deployment via Two-Stage Boundary-Focused Sampling,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,238,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Shifting Uncertainty to Critical Moments: Towards Reliable Uncertainty Quantification for VLA Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,246,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,STRONG-VLA: Decoupled Robustness Learning for Vision-Language-Action Models under Multimodal Perturbations,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,257,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,The Compression Gap: Why Discrete Tokenization Limits Vision-Language-Action Model Scaling,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,260,libero_long10,libero_long10_prev_sota,70,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,Uncovering Linguistic Fragility in Vision-Language-Action Models via Diversity-Aware Red Teaming,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,265,libero_long10,libero_long10_prev_sota,,74,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,long10,vla-eval: A Unified Evaluation Harness for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,271,libero_long10,libero_long10_prev_sota,,,percent,10,50,1,0.05,1.644853627,missing_current_or_previous_sota_score,Per-suite binary success rate over 10 tasks x 50 official trials.
